,compound,VAparam,KAparam,rparam,c1param,c0param,gammaparam,D0param,D1param,D2param,D3param,D4param,D5param,D6param,D7param,D8param,D9param,cost
0,FCCP,3.099475654869896,0.015639031149931377,0.0038737890460581927,34994.62381546743,-130.4409790854443,0.04118203558660898,0.0008402157614368766,0.1710388538672886,1.9497637507135707e-05,0.1773342677059467,0.0690767371095996,0.5245815265078048,0.8941853799358356,1.828191649459373,3.874824788302254,7.879927704114805,35.408457446029814
1,Oligomycin,3.6474868554814785e+50,6.093263647841026e+25,0.04797020330326019,43.975236952589455,0.014008028068587561,0.030159835341597118,2.6166611795186196e+23,2.4070167314004236e+23,2.692892921241535e+23,2.4938065141049357e+23,3.966238518544161e+23,3.776047697637658e+23,4.716241960215708e+23,5.504978125662418e+23,,,516.0301209556951
