,compound,VAparam,KAparam,rparam,c1param,c0param,gammaparam,alphaparam,D0param,D1param,D2param,D3param,D4param,D5param,D6param,D7param,cost
0,Oligomycin,1.0728140244136018e+49,2.5905862165261135e+32,0.032637374217461615,53.559968728847444,0.22413015301809217,0.09662876578375695,20.996692414840755,4125068948882645.5,3387257319523568.0,3628874111677098.0,2787868222985447.0,1.432114949906687e+16,1.3223635722974174e+16,3.196542675460321e+16,1.1443500675833466e+39,312.52175369372367
