,compound,Kparam,rparam,c1param,c0param,gammaLowparam,gammaHighparam,D1param,D2param,D3param,D4param,D5param,D6param,D7param,cost
0,Oligomycin,8.773698458948677e-17,0.19773231310189904,5.172800107298706,0.457166640876256,0.11076875313931156,0.014127586199214937,3570247295953402.0,3794446707640005.0,2860158674723358.0,3024710249276009.0,3525231186680840.0,4387347481350025.0,6188446752241896.0,182.1450310917764
